model_name,criterion,optimizer,learning_rate,num_epochs,input_size,hidden_layers,qtd_hidden_layers,activation_function,accuracy,average_loss
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 4, 10]",3,ReLU,0.9103929489533603,0.24542489647865295
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 4, 12]",3,ReLU,0.9103929489533603,0.24799063056707382
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 4, 14]",3,ReLU,0.9177377892030848,0.22674814611673355
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 4, 16]",3,ReLU,0.9089239809034153,0.25383415073156357
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 4, 18]",3,ReLU,0.8898273962541314,0.29672950506210327
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 4, 20]",3,ReLU,0.9151670951156813,0.22500715404748917
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 6, 2]",3,ReLU,0.8949687844289387,0.37909331917762756
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 6, 4]",3,ReLU,0.8821153139919207,0.4014144688844681
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 6, 6]",3,ReLU,0.906720528828498,0.25583305954933167
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 6, 8]",3,ReLU,0.9074550128534704,0.25080854445695877
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 6, 10]",3,ReLU,0.9081894968784429,0.24970003962516785
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 6, 12]",3,ReLU,0.9078222548659567,0.24802930653095245
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 6, 14]",3,ReLU,0.9144326110907087,0.23475804924964905
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 6, 16]",3,ReLU,0.9151670951156813,0.2283271700143814
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 6, 18]",3,ReLU,0.9107601909658465,0.24150676280260086
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 6, 20]",3,ReLU,0.906720528828498,0.25602149963378906
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 8, 2]",3,ReLU,0.26037458685273596,1.8332688808441162
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 8, 4]",3,ReLU,0.9129636430407638,0.2510106489062309
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 8, 6]",3,ReLU,0.9078222548659567,0.25567296892404556
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 8, 8]",3,ReLU,0.9111274329783328,0.24304358661174774
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 8, 10]",3,ReLU,0.9125964010282777,0.23604314774274826
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 8, 12]",3,ReLU,0.9015791406536908,0.27884846925735474
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 8, 14]",3,ReLU,0.9023136246786633,0.257392056286335
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 8, 16]",3,ReLU,0.9078222548659567,0.2521936967968941
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 8, 18]",3,ReLU,0.901946382666177,0.25933709740638733
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 8, 20]",3,ReLU,0.9074550128534704,0.25023195892572403
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 10, 2]",3,ReLU,0.26037458685273596,1.8355169892311096
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 10, 4]",3,ReLU,0.9118619170033052,0.2693421393632889
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 10, 6]",3,ReLU,0.8990084465662872,0.2697289288043976
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 10, 8]",3,ReLU,0.9008446566287184,0.25946377217769623
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 10, 10]",3,ReLU,0.9063532868160118,0.2616489380598068
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 10, 12]",3,ReLU,0.9085567388909291,0.24733000993728638
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 10, 14]",3,ReLU,0.9162688211531399,0.23316780477762222
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 10, 16]",3,ReLU,0.9114946749908189,0.2481832504272461
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 10, 18]",3,ReLU,0.9081894968784429,0.26266586780548096
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 10, 20]",3,ReLU,0.9081894968784429,0.24742960929870605
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 12, 2]",3,ReLU,0.8905618802791039,0.34446434676647186
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 12, 4]",3,ReLU,0.879544619904517,0.40113791823387146
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 12, 6]",3,ReLU,0.9140653690782226,0.24080398678779602
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 12, 8]",3,ReLU,0.89386705839148,0.2912556529045105
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 12, 10]",3,ReLU,0.9125964010282777,0.23315972089767456
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 12, 12]",3,ReLU,0.9089239809034153,0.23278873413801193
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 12, 14]",3,ReLU,0.910025706940874,0.23941534757614136
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 12, 16]",3,ReLU,0.9096584649283878,0.247319296002388
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 12, 18]",3,ReLU,0.9034153507161219,0.25715023279190063
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 12, 20]",3,ReLU,0.906720528828498,0.248746357858181
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 14, 2]",3,ReLU,0.26037458685273596,1.8335526585578918
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 14, 4]",3,ReLU,0.9078222548659567,0.2577178031206131
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 14, 6]",3,ReLU,0.8894601542416453,0.28908026218414307
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 14, 8]",3,ReLU,0.9155343371281675,0.23158133774995804
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 14, 10]",3,ReLU,0.9081894968784429,0.2528686001896858
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 14, 12]",3,ReLU,0.8942343004039662,0.26845844089984894
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 14, 14]",3,ReLU,0.9056188027910393,0.25667979568243027
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 14, 16]",3,ReLU,0.9144326110907087,0.22057460993528366
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 14, 18]",3,ReLU,0.9089239809034153,0.24849490076303482
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 14, 20]",3,ReLU,0.9048843187660668,0.25157543271780014
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 16, 2]",3,ReLU,0.8857877341167829,0.3348742574453354
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 16, 4]",3,ReLU,0.9129636430407638,0.28798556327819824
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 16, 6]",3,ReLU,0.9107601909658465,0.24624265730381012
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 16, 8]",3,ReLU,0.906720528828498,0.2533782497048378
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 16, 10]",3,ReLU,0.9081894968784429,0.24439410865306854
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 16, 12]",3,ReLU,0.8876239441792141,0.3041101098060608
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 16, 14]",3,ReLU,0.9034153507161219,0.2678901106119156
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 16, 16]",3,ReLU,0.901946382666177,0.25611624121665955
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 16, 18]",3,ReLU,0.9085567388909291,0.24406938254833221
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 16, 20]",3,ReLU,0.9081894968784429,0.24406415224075317
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 18, 2]",3,ReLU,0.8982739625413148,0.29928772151470184
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 18, 4]",3,ReLU,0.8718325376423063,0.5119810700416565
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 18, 6]",3,ReLU,0.910025706940874,0.24546201527118683
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 18, 8]",3,ReLU,0.9030481087036357,0.2611882910132408
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 18, 10]",3,ReLU,0.9159015791406537,0.23053553700447083
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 18, 12]",3,ReLU,0.9125964010282777,0.24321208894252777
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 18, 14]",3,ReLU,0.8979067205288285,0.26623202860355377
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 18, 16]",3,ReLU,0.9111274329783328,0.24861492216587067
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 18, 18]",3,ReLU,0.8979067205288285,0.2658707797527313
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 18, 20]",3,ReLU,0.910025706940874,0.2313307374715805
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 20, 2]",3,ReLU,0.9111274329783328,0.28926512598991394
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 20, 4]",3,ReLU,0.897172236503856,0.3043894022703171
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 20, 6]",3,ReLU,0.897172236503856,0.270055316388607
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 20, 8]",3,ReLU,0.9177377892030848,0.23273038119077682
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 20, 10]",3,ReLU,0.9026808666911494,0.26567400991916656
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 20, 12]",3,ReLU,0.9059860448035255,0.2566131353378296
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 20, 14]",3,ReLU,0.9125964010282777,0.23403829336166382
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 20, 16]",3,ReLU,0.9155343371281675,0.22153760492801666
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 20, 18]",3,ReLU,0.9059860448035255,0.2565954625606537
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[14, 20, 20]",3,ReLU,0.9059860448035255,0.2502266466617584
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 2, 2]",3,ReLU,0.26037458685273596,1.8355250358581543
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 2, 4]",3,ReLU,0.8292324641939037,0.41232308745384216
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 2, 6]",3,ReLU,0.26037458685273596,1.8345764875411987
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 2, 8]",3,ReLU,0.9026808666911494,0.267749659717083
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 2, 10]",3,ReLU,0.26037458685273596,1.834278404712677
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 2, 12]",3,ReLU,0.9052515607785531,0.25005626678466797
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 2, 14]",3,ReLU,0.7333822989349982,0.7002487778663635
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 2, 16]",3,ReLU,0.7326478149100257,0.6966381669044495
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 2, 18]",3,ReLU,0.7297098788101358,0.6926438212394714
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 2, 20]",3,ReLU,0.7480719794344473,0.6706717014312744
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 4, 2]",3,ReLU,0.757253029746603,0.6346086263656616
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 4, 4]",3,ReLU,0.8953360264414248,0.2839486598968506
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 4, 6]",3,ReLU,0.9070877708409842,0.25253826379776
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 4, 8]",3,ReLU,0.8993756885787734,0.2691037356853485
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 4, 10]",3,ReLU,0.910025706940874,0.25025805085897446
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 4, 12]",3,ReLU,0.9081894968784429,0.24711988866329193
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 4, 14]",3,ReLU,0.9170033051781123,0.23381466418504715
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 4, 16]",3,ReLU,0.9081894968784429,0.2500542923808098
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 4, 18]",3,ReLU,0.8916636063165626,0.2737344801425934
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 4, 20]",3,ReLU,0.9078222548659567,0.25371573120355606
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 6, 2]",3,ReLU,0.26037458685273596,1.8340486884117126
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 6, 4]",3,ReLU,0.9078222548659567,0.25646425038576126
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 6, 6]",3,ReLU,0.8975394785163423,0.2741924524307251
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 6, 8]",3,ReLU,0.9074550128534704,0.24653953313827515
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 6, 10]",3,ReLU,0.9096584649283878,0.24318420141935349
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 6, 12]",3,ReLU,0.9059860448035255,0.2544158473610878
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 6, 14]",3,ReLU,0.9188395152405435,0.22900891304016113
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 6, 16]",3,ReLU,0.9048843187660668,0.2565407380461693
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 6, 18]",3,ReLU,0.8968049944913699,0.28583279252052307
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 6, 20]",3,ReLU,0.9151670951156813,0.22211658209562302
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 8, 2]",3,ReLU,0.7150201983106867,0.8633022904396057
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 8, 4]",3,ReLU,0.9078222548659567,0.26054729521274567
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 8, 6]",3,ReLU,0.910025706940874,0.24776413291692734
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 8, 8]",3,ReLU,0.9023136246786633,0.2552579343318939
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 8, 10]",3,ReLU,0.9162688211531399,0.22872476279735565
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 8, 12]",3,ReLU,0.910025706940874,0.24136866629123688
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 8, 14]",3,ReLU,0.9078222548659567,0.25056467950344086
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 8, 16]",3,ReLU,0.9151670951156813,0.23598160594701767
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 8, 18]",3,ReLU,0.9070877708409842,0.23587872087955475
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 8, 20]",3,ReLU,0.9015791406536908,0.25340308994054794
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 10, 2]",3,ReLU,0.6650752846125597,0.9139348566532135
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 10, 4]",3,ReLU,0.8920308483290489,0.30596671998500824
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 10, 6]",3,ReLU,0.9107601909658465,0.2480105459690094
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 10, 8]",3,ReLU,0.9056188027910393,0.2591426223516464
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 10, 10]",3,ReLU,0.8986412045538009,0.2681260257959366
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 10, 12]",3,ReLU,0.9026808666911494,0.26186399161815643
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 10, 14]",3,ReLU,0.9111274329783328,0.2422088086605072
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 10, 16]",3,ReLU,0.8979067205288285,0.2706303596496582
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 10, 18]",3,ReLU,0.8997429305912596,0.2639249414205551
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 10, 20]",3,ReLU,0.8960705104663974,0.2799551337957382
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 12, 2]",3,ReLU,0.9144326110907087,0.26157255470752716
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 12, 4]",3,ReLU,0.8916636063165626,0.2933841198682785
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 12, 6]",3,ReLU,0.9089239809034153,0.2480328530073166
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 12, 8]",3,ReLU,0.9008446566287184,0.26322390139102936
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 12, 10]",3,ReLU,0.9059860448035255,0.2534640282392502
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 12, 12]",3,ReLU,0.9089239809034153,0.24202459305524826
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 12, 14]",3,ReLU,0.9140653690782226,0.2261466383934021
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 12, 16]",3,ReLU,0.9122291590157914,0.24477078020572662
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 12, 18]",3,ReLU,0.8964377524788836,0.2830924689769745
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 12, 20]",3,ReLU,0.9129636430407638,0.23249981552362442
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 14, 2]",3,ReLU,0.26037458685273596,1.8331853747367859
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 14, 4]",3,ReLU,0.9107601909658465,0.2845013588666916
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 14, 6]",3,ReLU,0.9170033051781123,0.23760157078504562
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 14, 8]",3,ReLU,0.9081894968784429,0.24367105215787888
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 14, 10]",3,ReLU,0.9078222548659567,0.25192830711603165
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 14, 12]",3,ReLU,0.9155343371281675,0.2238238900899887
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 14, 14]",3,ReLU,0.9078222548659567,0.25168973952531815
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 14, 16]",3,ReLU,0.8975394785163423,0.27063533663749695
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 14, 18]",3,ReLU,0.9114946749908189,0.24106591194868088
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 14, 20]",3,ReLU,0.9045170767535806,0.25855641067028046
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 16, 2]",3,ReLU,0.6665442526625046,0.8232618570327759
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 16, 4]",3,ReLU,0.9030481087036357,0.26933738589286804
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 16, 6]",3,ReLU,0.8942343004039662,0.27573348581790924
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 16, 8]",3,ReLU,0.9111274329783328,0.24755030870437622
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 16, 10]",3,ReLU,0.8975394785163423,0.283585324883461
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 16, 12]",3,ReLU,0.910025706940874,0.2461274489760399
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 16, 14]",3,ReLU,0.9008446566287184,0.2628446891903877
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 16, 16]",3,ReLU,0.9155343371281675,0.22975966334342957
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 16, 18]",3,ReLU,0.9188395152405435,0.2237098664045334
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 16, 20]",3,ReLU,0.910025706940874,0.23735669255256653
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 18, 2]",3,ReLU,0.5633492471538744,1.0513666272163391
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 18, 4]",3,ReLU,0.8986412045538009,0.2826850116252899
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 18, 6]",3,ReLU,0.9140653690782226,0.2364063709974289
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 18, 8]",3,ReLU,0.9114946749908189,0.24154924601316452
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 18, 10]",3,ReLU,0.9125964010282777,0.24280373752117157
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 18, 12]",3,ReLU,0.9056188027910393,0.2514835298061371
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 18, 14]",3,ReLU,0.9034153507161219,0.2616443708539009
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 18, 16]",3,ReLU,0.9118619170033052,0.2334425300359726
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 18, 18]",3,ReLU,0.8975394785163423,0.2723175436258316
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 18, 20]",3,ReLU,0.9103929489533603,0.24652650952339172
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 20, 2]",3,ReLU,0.9092912229159016,0.28130000829696655
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 20, 4]",3,ReLU,0.9070877708409842,0.2594009339809418
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 20, 6]",3,ReLU,0.9133308850532501,0.24375135451555252
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 20, 8]",3,ReLU,0.9111274329783328,0.24943187087774277
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 20, 10]",3,ReLU,0.9170033051781123,0.23561406880617142
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 20, 12]",3,ReLU,0.8934998163789938,0.2953478991985321
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 20, 14]",3,ReLU,0.9125964010282777,0.24094121158123016
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 20, 16]",3,ReLU,0.9045170767535806,0.2610510438680649
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 20, 18]",3,ReLU,0.9078222548659567,0.26611119508743286
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[16, 20, 20]",3,ReLU,0.9155343371281675,0.2356131598353386
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 2, 2]",3,ReLU,0.8347410943811973,0.481853649020195
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 2, 4]",3,ReLU,0.9074550128534704,0.26028281450271606
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 2, 6]",3,ReLU,0.6489166360631656,0.7722265720367432
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 2, 8]",3,ReLU,0.26037458685273596,1.8344285488128662
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 2, 10]",3,ReLU,0.9085567388909291,0.24556665867567062
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 2, 12]",3,ReLU,0.26037458685273596,1.8338302373886108
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 2, 14]",3,ReLU,0.8990084465662872,0.2714211493730545
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 2, 16]",3,ReLU,0.6683804627249358,0.8147851228713989
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 2, 18]",3,ReLU,0.9155343371281675,0.23691445589065552
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 2, 20]",3,ReLU,0.9026808666911494,0.25594402849674225
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 4, 2]",3,ReLU,0.7322805728975395,0.8604990839958191
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 4, 4]",3,ReLU,0.8957032684539111,0.29504571855068207
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 4, 6]",3,ReLU,0.9030481087036357,0.2536948248744011
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 4, 8]",3,ReLU,0.906720528828498,0.248945951461792
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 4, 10]",3,ReLU,0.8990084465662872,0.270145982503891
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 4, 12]",3,ReLU,0.9140653690782226,0.23512639850378036
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 4, 14]",3,ReLU,0.9096584649283878,0.24656515568494797
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 4, 16]",3,ReLU,0.9111274329783328,0.24659812450408936
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 4, 18]",3,ReLU,0.9056188027910393,0.24696610122919083
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 4, 20]",3,ReLU,0.9122291590157914,0.24249638617038727
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 6, 2]",3,ReLU,0.8960705104663974,0.3248257339000702
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 6, 4]",3,ReLU,0.9074550128534704,0.2566656172275543
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 6, 6]",3,ReLU,0.9045170767535806,0.26189763844013214
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 6, 8]",3,ReLU,0.9122291590157914,0.24762194603681564
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 6, 10]",3,ReLU,0.8953360264414248,0.2796143740415573
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 6, 12]",3,ReLU,0.9103929489533603,0.2533092200756073
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 6, 14]",3,ReLU,0.9052515607785531,0.2633828967809677
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 6, 16]",3,ReLU,0.9045170767535806,0.24917048960924149
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 6, 18]",3,ReLU,0.9129636430407638,0.24828249961137772
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 6, 20]",3,ReLU,0.9070877708409842,0.25308703631162643
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 8, 2]",3,ReLU,0.9026808666911494,0.37574027478694916
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 8, 4]",3,ReLU,0.8964377524788836,0.2781011611223221
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 8, 6]",3,ReLU,0.9074550128534704,0.2519160658121109
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 8, 8]",3,ReLU,0.8960705104663974,0.2750476151704788
MLP,CrossEntropyLoss,Adam,0.01,100,16,"[18, 8, 10]",3,ReLU,0.9085567388909291,0.2500144764780998
