model_name,criterion,optimizer,learning_rate,num_epochs,input_size,hidden_layers,qtd_hidden_layers,activation_function,accuracy,average_loss
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[16, 12]",2,ReLU,0.9232464193903782,0.2130257561802864
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[16, 14]",2,ReLU,0.9107601909658465,0.22726552933454514
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[16, 16]",2,ReLU,0.9107601909658465,0.24160186201334
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[16, 18]",2,ReLU,0.9133308850532501,0.25220032036304474
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[16, 20]",2,ReLU,0.919573999265516,0.21675671637058258
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[18, 2]",2,ReLU,0.7392581711347778,0.6998372077941895
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[18, 4]",2,ReLU,0.9111274329783328,0.23742510378360748
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[18, 6]",2,ReLU,0.910025706940874,0.2349451333284378
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[18, 8]",2,ReLU,0.9085567388909291,0.2428896501660347
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[18, 10]",2,ReLU,0.9103929489533603,0.2372593730688095
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[18, 12]",2,ReLU,0.9089239809034153,0.2451411709189415
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[18, 14]",2,ReLU,0.9173705471905986,0.22416745126247406
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[18, 16]",2,ReLU,0.9133308850532501,0.2397226095199585
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[18, 18]",2,ReLU,0.8905618802791039,0.29642193019390106
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[18, 20]",2,ReLU,0.9125964010282777,0.23654576390981674
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[20, 2]",2,ReLU,0.6478149100257069,0.8130039572715759
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[20, 4]",2,ReLU,0.9030481087036357,0.2590957209467888
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[20, 6]",2,ReLU,0.9078222548659567,0.2359016016125679
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[20, 8]",2,ReLU,0.919573999265516,0.2307925745844841
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[20, 10]",2,ReLU,0.9063532868160118,0.2552555352449417
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[20, 12]",2,ReLU,0.9103929489533603,0.24115493148565292
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[20, 14]",2,ReLU,0.9184722732280572,0.2229808196425438
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[20, 16]",2,ReLU,0.9034153507161219,0.2560385912656784
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[20, 18]",2,ReLU,0.9133308850532501,0.2391655445098877
MLP,CrossEntropyLoss,Adam,0.15,100,16,"[20, 20]",2,ReLU,0.8975394785163423,0.2892616391181946
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[2, 2]",2,ReLU,0.26037458685273596,1.8616377115249634
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[2, 4]",2,ReLU,0.26037458685273596,1.8331433534622192
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[2, 6]",2,ReLU,0.26037458685273596,1.834764003753662
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[2, 8]",2,ReLU,0.39698861549761294,1.628734529018402
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[2, 10]",2,ReLU,0.860080793242747,0.4362780749797821
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[2, 12]",2,ReLU,0.26037458685273596,1.8003254532814026
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[2, 14]",2,ReLU,0.6276165993389644,0.8571256697177887
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[2, 16]",2,ReLU,0.8894601542416453,0.31934045255184174
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[2, 18]",2,ReLU,0.8868894601542416,0.3028901070356369
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[2, 20]",2,ReLU,0.8817480719794345,0.31896795332431793
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[4, 2]",2,ReLU,0.6371648916636063,0.9038804769515991
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[4, 4]",2,ReLU,0.4102093279471172,1.3715450763702393
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[4, 6]",2,ReLU,0.8879911861917004,0.31922295689582825
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[4, 8]",2,ReLU,0.824825560044069,0.5591325461864471
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[4, 10]",2,ReLU,0.6162320969518913,0.9260028600692749
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[4, 12]",2,ReLU,0.8964377524788836,0.2785358279943466
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[4, 14]",2,ReLU,0.8699963275798751,0.3846689611673355
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[4, 16]",2,ReLU,0.8879911861917004,0.29621370136737823
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[4, 18]",2,ReLU,0.8990084465662872,0.2736685127019882
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[4, 20]",2,ReLU,0.8979067205288285,0.28887368738651276
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[6, 2]",2,ReLU,0.26037458685273596,1.8349183201789856
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[6, 4]",2,ReLU,0.4722732280572898,1.6750603318214417
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[6, 6]",2,ReLU,0.8946015424164524,0.293781116604805
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[6, 8]",2,ReLU,0.8916636063165626,0.29800722002983093
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[6, 10]",2,ReLU,0.897172236503856,0.27823080122470856
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[6, 12]",2,ReLU,0.8968049944913699,0.2753850594162941
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[6, 14]",2,ReLU,0.8780756518545721,0.37798765301704407
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[6, 16]",2,ReLU,0.4392214469335292,1.57686847448349
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[6, 18]",2,ReLU,0.9015791406536908,0.2667139172554016
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[6, 20]",2,ReLU,0.9034153507161219,0.26264576613903046
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[8, 2]",2,ReLU,0.1872934263679765,1.7326574921607971
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[8, 4]",2,ReLU,0.7142857142857143,0.7558786571025848
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[8, 6]",2,ReLU,0.879544619904517,0.35220180451869965
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[8, 8]",2,ReLU,0.31472640470069774,1.8188233375549316
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[8, 10]",2,ReLU,0.9004774146162321,0.2717270255088806
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[8, 12]",2,ReLU,0.8964377524788836,0.2786748856306076
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[8, 14]",2,ReLU,0.15607785530664708,1.8458056449890137
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[8, 16]",2,ReLU,0.9012118986412045,0.2673504501581192
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[8, 18]",2,ReLU,0.8979067205288285,0.2712322175502777
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[8, 20]",2,ReLU,0.9041498347410943,0.2655763626098633
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[10, 2]",2,ReLU,0.4939405067939772,1.186630368232727
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[10, 4]",2,ReLU,0.8964377524788836,0.28260962665081024
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[10, 6]",2,ReLU,0.8916636063165626,0.290087029337883
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[10, 8]",2,ReLU,0.892398090341535,0.297564759850502
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[10, 10]",2,ReLU,0.8960705104663974,0.2750394493341446
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[10, 12]",2,ReLU,0.9015791406536908,0.2692299410700798
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[10, 14]",2,ReLU,0.8953360264414248,0.2756861001253128
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[10, 16]",2,ReLU,0.9030481087036357,0.2637035548686981
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[10, 18]",2,ReLU,0.9015791406536908,0.26550035923719406
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[10, 20]",2,ReLU,0.12963643040763864,1.7981191277503967
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[12, 2]",2,ReLU,0.26037458685273596,1.8391562104225159
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[12, 4]",2,ReLU,0.8868894601542416,0.3170827031135559
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[12, 6]",2,ReLU,0.8916636063165626,0.28705503046512604
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[12, 8]",2,ReLU,0.8964377524788836,0.27956900000572205
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[12, 10]",2,ReLU,0.8953360264414248,0.28123462200164795
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[12, 12]",2,ReLU,0.8979067205288285,0.2710745632648468
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[12, 14]",2,ReLU,0.9023136246786633,0.26875942945480347
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[12, 16]",2,ReLU,0.8982739625413148,0.2752247303724289
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[12, 18]",2,ReLU,0.9048843187660668,0.2606773227453232
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[12, 20]",2,ReLU,0.9004774146162321,0.26677273213863373
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[14, 2]",2,ReLU,0.7183253764230628,0.8477163314819336
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[14, 4]",2,ReLU,0.8957032684539111,0.2788359075784683
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[14, 6]",2,ReLU,0.9045170767535806,0.25753166526556015
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[14, 8]",2,ReLU,0.8982739625413148,0.2809348404407501
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[14, 10]",2,ReLU,0.9023136246786633,0.27183254063129425
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[14, 12]",2,ReLU,0.9004774146162321,0.26992473006248474
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[14, 14]",2,ReLU,0.9026808666911494,0.26624695956707
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[14, 16]",2,ReLU,0.897172236503856,0.2718789801001549
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[14, 18]",2,ReLU,0.9023136246786633,0.2625105232000351
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[14, 20]",2,ReLU,0.9045170767535806,0.26388314366340637
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[16, 2]",2,ReLU,0.7561513037091443,0.6435158252716064
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[16, 4]",2,ReLU,0.8916636063165626,0.2966991811990738
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[16, 6]",2,ReLU,0.8957032684539111,0.2860328257083893
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[16, 8]",2,ReLU,0.8979067205288285,0.2730083018541336
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[16, 10]",2,ReLU,0.26037458685273596,1.8463738560676575
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[16, 12]",2,ReLU,0.901946382666177,0.2675825208425522
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[16, 14]",2,ReLU,0.9026808666911494,0.2703731656074524
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[16, 16]",2,ReLU,0.9045170767535806,0.2627759724855423
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[16, 18]",2,ReLU,0.9023136246786633,0.2633804827928543
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[16, 20]",2,ReLU,0.9023136246786633,0.26206253468990326
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[18, 2]",2,ReLU,0.11457950789570327,1.8971648812294006
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[18, 4]",2,ReLU,0.89386705839148,0.288354828953743
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[18, 6]",2,ReLU,0.8744032317297099,0.3607231676578522
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[18, 8]",2,ReLU,0.9023136246786633,0.27372612059116364
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[18, 10]",2,ReLU,0.9004774146162321,0.26858343183994293
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[18, 12]",2,ReLU,0.9030481087036357,0.2609441503882408
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[18, 14]",2,ReLU,0.8997429305912596,0.26452915370464325
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[18, 16]",2,ReLU,0.26037458685273596,1.7629995346069336
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[18, 18]",2,ReLU,0.9074550128534704,0.2590535655617714
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[18, 20]",2,ReLU,0.9059860448035255,0.25593791902065277
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[20, 2]",2,ReLU,0.493573264781491,1.1821564435958862
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[20, 4]",2,ReLU,0.837679030481087,0.4582221359014511
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[20, 6]",2,ReLU,0.8949687844289387,0.3015254735946655
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[20, 8]",2,ReLU,0.9056188027910393,0.2588946521282196
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[20, 10]",2,ReLU,0.9030481087036357,0.2679080367088318
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[20, 12]",2,ReLU,0.9034153507161219,0.26093603670597076
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[20, 14]",2,ReLU,0.9041498347410943,0.26243025064468384
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[20, 16]",2,ReLU,0.9048843187660668,0.26402562856674194
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[20, 18]",2,ReLU,0.9081894968784429,0.25264371931552887
MLP,CrossEntropyLoss,Adam,0.001,200,16,"[20, 20]",2,ReLU,0.9023136246786633,0.2613622844219208
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[2, 2]",2,ReLU,0.26037458685273596,1.8330357670783997
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[2, 4]",2,ReLU,0.26037458685273596,1.8346074223518372
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[2, 6]",2,ReLU,0.26037458685273596,1.8346776962280273
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[2, 8]",2,ReLU,0.6397355857510099,0.8248933255672455
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[2, 10]",2,ReLU,0.9056188027910393,0.2435782551765442
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[2, 12]",2,ReLU,0.6397355857510099,0.8214472234249115
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[2, 14]",2,ReLU,0.9089239809034153,0.24727702885866165
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[2, 16]",2,ReLU,0.9107601909658465,0.2511405721306801
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[2, 18]",2,ReLU,0.910025706940874,0.249993734061718
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[2, 20]",2,ReLU,0.9089239809034153,0.2560644671320915
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[4, 2]",2,ReLU,0.9092912229159016,0.2738446295261383
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[4, 4]",2,ReLU,0.9078222548659567,0.2552037090063095
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[4, 6]",2,ReLU,0.9074550128534704,0.25895918905735016
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[4, 8]",2,ReLU,0.9111274329783328,0.2567797303199768
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[4, 10]",2,ReLU,0.9089239809034153,0.24802952259778976
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[4, 12]",2,ReLU,0.9078222548659567,0.24787793308496475
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[4, 14]",2,ReLU,0.9118619170033052,0.2450057491660118
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[4, 16]",2,ReLU,0.9089239809034153,0.2492571622133255
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[4, 18]",2,ReLU,0.9177377892030848,0.21978802233934402
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[4, 20]",2,ReLU,0.9096584649283878,0.2488509640097618
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[6, 2]",2,ReLU,0.26037458685273596,1.8336662650108337
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[6, 4]",2,ReLU,0.5688578773411679,1.085511326789856
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[6, 6]",2,ReLU,0.9151670951156813,0.22632350772619247
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[6, 8]",2,ReLU,0.9118619170033052,0.2520762011408806
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[6, 10]",2,ReLU,0.9155343371281675,0.22581661492586136
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[6, 12]",2,ReLU,0.9170033051781123,0.2318444699048996
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[6, 14]",2,ReLU,0.9078222548659567,0.25679246336221695
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[6, 16]",2,ReLU,0.9140653690782226,0.21743828058242798
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[6, 18]",2,ReLU,0.9151670951156813,0.21940643340349197
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[6, 20]",2,ReLU,0.9203084832904884,0.21670055389404297
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[8, 2]",2,ReLU,0.5666544252662504,0.9737359881401062
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[8, 4]",2,ReLU,0.9129636430407638,0.25472719967365265
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[8, 6]",2,ReLU,0.9136981270657363,0.24292705953121185
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[8, 8]",2,ReLU,0.9125964010282777,0.23283939063549042
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[8, 10]",2,ReLU,0.9129636430407638,0.22545680403709412
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[8, 12]",2,ReLU,0.9004774146162321,0.2681415379047394
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[8, 14]",2,ReLU,0.9111274329783328,0.24646295607089996
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[8, 16]",2,ReLU,0.9210429673154609,0.21179258823394775
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[8, 18]",2,ReLU,0.9151670951156813,0.22807040810585022
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[8, 20]",2,ReLU,0.9140653690782226,0.22442270815372467
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[10, 2]",2,ReLU,0.7065736320235035,0.8438224196434021
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[10, 4]",2,ReLU,0.9136981270657363,0.2494928389787674
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[10, 6]",2,ReLU,0.9173705471905986,0.22807753831148148
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[10, 8]",2,ReLU,0.9081894968784429,0.2513577714562416
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[10, 10]",2,ReLU,0.9118619170033052,0.22854696214199066
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[10, 12]",2,ReLU,0.9184722732280572,0.2232239991426468
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[10, 14]",2,ReLU,0.9159015791406537,0.21734929829835892
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[10, 16]",2,ReLU,0.9133308850532501,0.2236333042383194
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[10, 18]",2,ReLU,0.9159015791406537,0.21997832506895065
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[10, 20]",2,ReLU,0.9114946749908189,0.22915122658014297
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[12, 2]",2,ReLU,0.26037458685273596,1.8340251445770264
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[12, 4]",2,ReLU,0.9045170767535806,0.2748000919818878
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[12, 6]",2,ReLU,0.9155343371281675,0.2300756275653839
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[12, 8]",2,ReLU,0.9162688211531399,0.21746283024549484
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[12, 10]",2,ReLU,0.9184722732280572,0.2203196883201599
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[12, 12]",2,ReLU,0.9129636430407638,0.23269012570381165
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[12, 14]",2,ReLU,0.9181050312155711,0.21918261796236038
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[12, 16]",2,ReLU,0.9192067572530297,0.2226354256272316
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[12, 18]",2,ReLU,0.9170033051781123,0.2240699678659439
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[12, 20]",2,ReLU,0.8982739625413148,0.2653118968009949
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[14, 2]",2,ReLU,0.8384135145060595,0.49742546677589417
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[14, 4]",2,ReLU,0.9118619170033052,0.23337802290916443
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[14, 6]",2,ReLU,0.9133308850532501,0.23186415433883667
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[14, 8]",2,ReLU,0.9085567388909291,0.24650181829929352
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[14, 10]",2,ReLU,0.9118619170033052,0.23612470924854279
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[14, 12]",2,ReLU,0.9136981270657363,0.21972352266311646
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[14, 14]",2,ReLU,0.9081894968784429,0.24093787372112274
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[14, 16]",2,ReLU,0.9136981270657363,0.22253920882940292
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[14, 18]",2,ReLU,0.9103929489533603,0.23630009591579437
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[14, 20]",2,ReLU,0.9151670951156813,0.2314976006746292
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[16, 2]",2,ReLU,0.9081894968784429,0.2729818820953369
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[16, 4]",2,ReLU,0.8982739625413148,0.2720186859369278
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[16, 6]",2,ReLU,0.9129636430407638,0.23854169994592667
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[16, 8]",2,ReLU,0.9203084832904884,0.21974533796310425
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[16, 10]",2,ReLU,0.9173705471905986,0.21494289487600327
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[16, 12]",2,ReLU,0.9170033051781123,0.21698655933141708
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[16, 14]",2,ReLU,0.9114946749908189,0.23220057040452957
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[16, 16]",2,ReLU,0.906720528828498,0.2395063266158104
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[16, 18]",2,ReLU,0.9170033051781123,0.2165497988462448
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[16, 20]",2,ReLU,0.919573999265516,0.21832957118749619
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[18, 2]",2,ReLU,0.9052515607785531,0.26829230785369873
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[18, 4]",2,ReLU,0.9118619170033052,0.2535688653588295
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[18, 6]",2,ReLU,0.8982739625413148,0.2715306580066681
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[18, 8]",2,ReLU,0.9092912229159016,0.24132925271987915
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[18, 10]",2,ReLU,0.9155343371281675,0.23657985776662827
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[18, 12]",2,ReLU,0.9136981270657363,0.23066183924674988
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[18, 14]",2,ReLU,0.9155343371281675,0.21940794587135315
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[18, 16]",2,ReLU,0.9140653690782226,0.2282678261399269
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[18, 18]",2,ReLU,0.9140653690782226,0.2255367860198021
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[18, 20]",2,ReLU,0.9133308850532501,0.22514688968658447
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[20, 2]",2,ReLU,0.5222181417554168,1.083426594734192
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[20, 4]",2,ReLU,0.9070877708409842,0.2748500853776932
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[20, 6]",2,ReLU,0.9188395152405435,0.22679786384105682
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[20, 8]",2,ReLU,0.9140653690782226,0.22223559767007828
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[20, 10]",2,ReLU,0.9162688211531399,0.22075318545103073
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[20, 12]",2,ReLU,0.9063532868160118,0.2592524439096451
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[20, 14]",2,ReLU,0.9162688211531399,0.22132731974124908
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[20, 16]",2,ReLU,0.9170033051781123,0.21548336744308472
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[20, 18]",2,ReLU,0.9188395152405435,0.21454475075006485
MLP,CrossEntropyLoss,Adam,0.01,200,16,"[20, 20]",2,ReLU,0.9177377892030848,0.22271261364221573
MLP,CrossEntropyLoss,Adam,0.1,200,16,"[2, 2]",2,ReLU,0.26037458685273596,1.835871934890747
MLP,CrossEntropyLoss,Adam,0.1,200,16,"[2, 4]",2,ReLU,0.26037458685273596,1.8353391289710999
MLP,CrossEntropyLoss,Adam,0.1,200,16,"[2, 6]",2,ReLU,0.26037458685273596,1.8338603377342224
MLP,CrossEntropyLoss,Adam,0.1,200,16,"[2, 8]",2,ReLU,0.6749908189496878,0.784892201423645
MLP,CrossEntropyLoss,Adam,0.1,200,16,"[2, 10]",2,ReLU,0.9030481087036357,0.26411983370780945
MLP,CrossEntropyLoss,Adam,0.1,200,16,"[2, 12]",2,ReLU,0.6301872934263679,0.8968230783939362
MLP,CrossEntropyLoss,Adam,0.1,200,16,"[2, 14]",2,ReLU,0.9085567388909291,0.24396003782749176
